date,tenant_id,revenue,expenses,cash_inflow,cash_outflow,outstanding_invoices,profit
2021-04-11,pulse-demo,14402.07,17512.10,41214.80,24706.48,1632.93,-3110.03
2021-04-17,pulse-demo,39669.89,23518.02,38111.61,14599.37,15305.57,16151.87
2021-04-25,pulse-demo,45908.73,12639.89,18503.64,40555.84,420.26,33268.84
2021-05-04,pulse-demo,30469.61,19472.37,47733.92,51157.11,21183.71,10997.24
2021-05-06,pulse-demo,39647.85,56225.50,78507.32,61206.38,18199.09,-16577.65
2021-05-08,pulse-demo,11690.80,29793.99,32190.88,15124.10,4812.47,-18103.19
2021-05-09,pulse-demo,30392.25,34072.42,47734.97,10029.61,7425.59,-3680.17
2021-05-11,pulse-demo,43438.60,32441.25,48551.96,88425.09,19032.52,10997.35
2021-05-20,pulse-demo,36829.29,15295.01,41542.83,37328.25,11681.85,21534.28
2021-05-22,pulse-demo,44903.46,10750.72,36204.53,49911.92,9962.76,34152.74
2021-05-25,pulse-demo,45127.79,12686.05,49988.61,16534.98,13030.55,32441.74
2021-05-29,pulse-demo,38477.20,31594.67,42208.01,48179.59,1965.07,6882.53
2021-05-31,pulse-demo,29800.16,27099.08,43091.38,23180.48,1038.15,2701.08
2021-06-02,pulse-demo,27674.79,38266.98,42964.88,41196.50,4885.31,-10592.19
2021-06-13,pulse-demo,15430.26,13881.37,47856.69,31131.62,15749.29,1548.89
2021-06-21,pulse-demo,26260.44,11143.73,23063.99,14543.17,7656.37,15116.71
2021-06-25,pulse-demo,14117.00,36564.67,42437.23,36406.45,14566.54,-22447.67
2021-07-04,pulse-demo,38767.78,56970.77,67207.64,70806.77,20707.67,-18202.99
2021-07-05,pulse-demo,30981.04,21608.85,21711.04,25902.05,6449.09,9372.19
2021-07-08,pulse-demo,43806.08,29911.92,40961.64,13589.31,7243.63,13894.16
2021-07-11,pulse-demo,14865.56,34660.88,45514.68,41682.43,19993.40,-19795.32
2021-07-17,pulse-demo,48062.93,12406.67,20980.41,42065.48,12493.01,35656.26
2021-07-24,pulse-demo,13099.19,30119.99,49102.69,8539.59,11040.56,-17020.80
2021-07-27,pulse-demo,59693.27,30464.96,50774.35,51305.41,27093.56,29228.31
2021-08-03,pulse-demo,30834.02,8678.94,40654.81,18013.58,16586.63,22155.08
2021-08-12,pulse-demo,11574.46,17825.96,42562.31,17226.12,15910.81,-6251.50
2021-08-13,pulse-demo,16197.00,25130.59,17534.04,19237.91,7239.92,-8933.59
2021-08-15,pulse-demo,48319.56,62607.75,53417.48,38540.46,10076.72,-14288.19
2021-08-18,pulse-demo,33547.29,33504.02,25395.89,21112.73,12178.43,43.27
2021-08-20,pulse-demo,31544.08,39181.48,39854.23,11385.17,5804.62,-7637.40
2021-08-24,pulse-demo,53221.12,53421.25,66343.11,64984.16,20777.21,-200.13
2021-08-30,pulse-demo,15983.18,15040.19,42301.81,17366.25,15933.56,942.99
2021-09-01,pulse-demo,26113.00,12208.10,43960.59,23139.59,14484.16,13904.90
2021-09-04,pulse-demo,24004.82,32090.23,31617.36,12541.09,13047.74,-8085.41
2021-09-10,pulse-demo,23718.11,10902.03,12627.92,21358.12,11397.60,12816.08
2021-09-15,pulse-demo,30620.97,24751.33,17234.05,35132.72,8710.10,5869.64
2021-09-17,pulse-demo,25700.38,16188.82,47559.96,40007.91,12538.82,9511.56
2021-09-19,pulse-demo,37898.66,13887.81,35445.46,16370.88,1646.93,24010.85
2021-09-21,pulse-demo,18851.07,20326.85,41168.36,22040.95,382.17,-1475.78
2021-09-22,pulse-demo,49320.91,22378.09,36865.85,19144.80,16601.20,26942.82
2021-09-28,pulse-demo,43227.45,31326.23,38160.32,12433.50,7416.66,11901.22
2021-10-07,pulse-demo,28730.86,34868.23,41030.20,28040.05,16085.47,-6137.37
2021-10-08,pulse-demo,53633.15,53092.63,89823.67,74490.00,29127.67,540.52
2021-10-14,pulse-demo,43020.72,11029.87,37381.81,15536.81,13735.34,31990.85
2021-10-20,pulse-demo,15984.27,20889.21,33625.41,24549.15,11208.14,-4904.94
2021-10-22,pulse-demo,30823.44,18432.01,32629.38,26570.93,15804.05,12391.43
2021-10-27,pulse-demo,47177.38,35322.33,45922.40,36216.57,12722.84,11855.05
2021-10-31,pulse-demo,21102.75,31045.47,46957.01,32009.24,13412.61,-9942.72
2021-11-01,pulse-demo,24793.89,37345.10,49850.55,19998.69,6808.61,-12551.21
2021-11-02,pulse-demo,25577.79,29042.00,43103.36,30066.64,10013.50,-3464.21
2021-11-03,pulse-demo,16853.92,36142.52,14232.14,11350.34,13203.63,-19288.60
2021-11-04,pulse-demo,16352.60,19161.83,19938.14,32201.40,3403.66,-2809.23
2021-11-06,pulse-demo,13993.05,17964.95,13201.79,39348.73,19378.20,-3971.90
2021-11-08,pulse-demo,78047.92,65778.02,47748.09,68415.11,22423.83,12269.90
2021-11-09,pulse-demo,48560.13,22236.23,13874.85,41023.71,9375.88,26323.90
2021-11-10,pulse-demo,41181.43,22074.09,17961.43,26220.45,10999.87,19107.34
2021-11-15,pulse-demo,47997.74,11713.62,37196.78,11076.49,11216.05,36284.12
2021-11-17,pulse-demo,36534.56,37412.69,46565.00,33541.02,12794.99,-878.13
2021-11-20,pulse-demo,40692.96,20527.95,39884.21,37626.07,14290.91,20165.01
2021-11-23,pulse-demo,18634.51,35247.56,14256.58,11389.15,9541.17,-16613.05
2021-11-27,pulse-demo,11461.47,18270.33,21079.51,37912.07,15028.98,-6808.86
2021-11-28,pulse-demo,20481.20,9579.00,41280.56,43651.73,2554.71,10902.20
2021-11-30,pulse-demo,42467.67,13501.42,10313.79,28201.43,6868.64,28966.25
2021-12-03,pulse-demo,18635.40,26094.55,13441.93,20436.69,19088.54,-7459.15
2021-12-04,pulse-demo,18378.66,20369.85,46199.04,11828.32,1970.15,-1991.19
2021-12-05,pulse-demo,24166.90,30674.68,29435.17,29680.24,9245.81,-6507.78
2021-12-07,pulse-demo,39121.03,19135.42,39621.57,36365.73,14745.81,19985.61
2021-12-09,pulse-demo,17629.72,13086.51,25277.38,9462.01,18188.27,4543.21
2021-12-12,pulse-demo,23088.72,31160.87,24221.00,28579.61,858.65,-8072.15
2021-12-18,pulse-demo,11272.10,17932.03,43254.80,10839.37,833.71,-6659.93
2021-12-22,pulse-demo,63267.50,76964.65,63068.79,36760.79,23493.70,-13697.15
2021-12-24,pulse-demo,34858.49,32837.84,29772.50,49013.53,3027.04,2020.65
2021-12-26,pulse-demo,33992.71,16690.57,25405.75,26808.43,10188.50,17302.14
2021-12-28,pulse-demo,34085.03,17128.14,27830.53,44054.02,12177.22,16956.89
2022-01-05,pulse-demo,74992.74,41321.34,62308.81,34948.91,17638.62,33671.40
2022-01-07,pulse-demo,38899.78,30776.61,46739.78,20698.47,7694.30,8123.17
2022-01-13,pulse-demo,13307.77,23106.39,39985.74,15071.77,9141.35,-9798.62
2022-01-17,pulse-demo,22752.18,8360.58,23460.39,16169.87,13119.14,14391.60
2022-01-21,pulse-demo,11683.00,20294.22,44614.48,9877.02,14623.59,-8611.22
2022-01-25,pulse-demo,10419.96,10957.62,35435.83,44093.28,2954.33,-537.66
2022-01-30,pulse-demo,43306.06,9124.56,11240.64,25498.62,19944.16,34181.50
2022-02-05,pulse-demo,28096.09,26724.30,34473.77,22325.46,14820.27,1371.79
2022-02-12,pulse-demo,26565.11,9926.51,26349.51,10715.85,10097.62,16638.60
2022-02-23,pulse-demo,34890.47,16877.24,32492.38,49416.59,13143.57,18013.23
2022-02-26,pulse-demo,44703.14,17198.94,37700.53,17836.58,11735.41,27504.20
2022-03-01,pulse-demo,16743.09,8902.71,46712.58,29396.38,3977.03,7840.38
2022-03-03,pulse-demo,14516.14,33435.30,16907.78,32954.38,12632.54,-18919.16
2022-03-08,pulse-demo,23021.65,39585.86,17239.89,12309.98,2080.44,-16564.21
2022-03-29,pulse-demo,25820.17,19909.60,27951.00,48633.57,15818.45,5910.57
2022-04-05,pulse-demo,39981.56,19308.86,21028.23,24542.47,10704.83,20672.70
2022-04-07,pulse-demo,19671.72,33996.20,29066.80,36493.18,19133.78,-14324.48
2022-04-11,pulse-demo,43494.23,38382.76,45173.72,14225.19,2033.68,5111.47
2022-04-12,pulse-demo,70458.84,59245.02,49285.19,78593.38,1615.72,11213.82
2022-04-14,pulse-demo,69298.36,68580.72,92480.22,32956.82,9331.80,717.64
2022-04-18,pulse-demo,24005.35,12935.57,36541.15,34282.67,10264.27,11069.78
2022-04-26,pulse-demo,20063.83,36252.90,10821.31,25047.56,6341.91,-16189.07
2022-05-04,pulse-demo,39750.20,24431.17,38813.68,45973.02,11399.76,15319.03
2022-05-13,pulse-demo,18405.94,16623.99,20135.11,37547.76,17682.95,1781.95
2022-05-16,pulse-demo,22029.09,10736.82,16700.28,20944.25,6932.90,11292.27
2022-05-19,pulse-demo,19043.87,28179.40,37964.57,16974.13,16350.69,-9135.53
2022-05-23,pulse-demo,79201.27,143719.83,101629.93,121436.96,45198.28,-64518.56
2022-05-24,pulse-demo,19819.11,25606.68,21096.97,48315.71,3274.48,-5787.57
2022-05-27,pulse-demo,24397.38,37787.98,39565.00,13491.36,15415.08,-13390.60
2022-05-28,pulse-demo,44951.94,35725.68,44811.35,26127.28,5634.23,9226.26
2022-05-30,pulse-demo,18216.49,30522.13,16097.42,42664.52,13929.16,-12305.64
2022-06-04,pulse-demo,102994.71,81803.52,66464.08,123148.80,38167.24,21191.19
2022-06-05,pulse-demo,23574.29,29035.00,36969.51,39844.48,19084.76,-5460.71
2022-06-09,pulse-demo,23538.15,36465.92,38106.05,44632.05,13126.51,-12927.77
2022-06-11,pulse-demo,24137.98,31680.87,36892.70,16883.53,19053.13,-7542.89
2022-06-13,pulse-demo,15822.77,26258.49,23469.08,18950.97,5904.40,-10435.72
2022-06-18,pulse-demo,23882.50,33444.45,35719.03,22058.23,6306.19,-9561.95
2022-06-23,pulse-demo,92552.51,50630.19,43500.50,54683.97,14956.38,41922.32
2022-06-24,pulse-demo,22721.62,39894.48,30380.80,43376.51,4773.56,-17172.86
2022-06-28,pulse-demo,40074.22,27349.18,37644.76,26840.34,6758.59,12725.04
2022-07-01,pulse-demo,46345.47,14925.54,25536.85,15654.79,11233.35,31419.93
2022-07-02,pulse-demo,33958.79,22565.04,44601.55,40186.96,18571.11,11393.75
2022-07-05,pulse-demo,39228.66,21016.27,18158.62,12275.69,4552.04,18212.39
2022-07-08,pulse-demo,25273.43,9630.97,27756.49,40380.39,11052.31,15642.46
2022-07-13,pulse-demo,18653.29,31497.14,13695.92,12438.73,16636.63,-12843.85
2022-07-26,pulse-demo,29279.08,13122.38,22958.30,31323.72,19523.23,16156.70
2022-08-06,pulse-demo,25819.46,23558.40,32272.30,11259.42,15452.50,2261.06
2022-08-09,pulse-demo,48175.36,28879.48,22889.47,22293.63,19242.22,19295.88
2022-08-10,pulse-demo,43337.98,29867.23,47833.24,18754.22,16750.48,13470.75
2022-08-15,pulse-demo,18247.40,38375.25,15331.03,34966.92,76.38,-20127.85
2022-08-16,pulse-demo,13291.00,32510.83,12984.53,48160.48,10865.64,-19219.83
2022-08-19,pulse-demo,39327.46,32695.31,41668.24,24035.44,18260.25,6632.15
2022-08-31,pulse-demo,35782.53,23588.54,34254.29,15047.62,10945.45,12193.99
2022-09-03,pulse-demo,44454.28,23262.55,34170.28,23941.84,777.03,21191.73
2022-09-16,pulse-demo,62214.26,47090.18,73244.85,78861.78,2476.79,15124.08
2022-09-18,pulse-demo,47709.65,16962.54,12480.77,44708.08,8339.28,30747.11
2022-09-19,pulse-demo,34768.54,10463.98,49257.63,17049.13,16440.28,24304.56
2022-09-21,pulse-demo,10974.96,8490.33,15957.95,23995.24,19934.48,2484.63
2022-09-22,pulse-demo,30818.72,30264.74,34881.84,46540.44,4470.15,553.98
2022-09-24,pulse-demo,47433.83,10621.68,17761.39,39701.88,13596.75,36812.15
2022-09-28,pulse-demo,23825.79,20285.84,35773.41,39573.05,14790.31,3539.95
2022-10-01,pulse-demo,48998.33,29454.97,25474.37,25415.33,19160.69,19543.36
2022-10-03,pulse-demo,20130.83,15150.60,41993.71,30320.69,1127.79,4980.23
2022-10-08,pulse-demo,10668.83,35401.37,38178.10,17247.51,4570.50,-24732.54
2022-10-15,pulse-demo,27534.95,20685.22,20121.34,11184.61,3828.78,6849.73
2022-10-17,pulse-demo,14296.72,18437.53,29075.63,8058.40,1481.75,-4140.81
2022-10-20,pulse-demo,60407.23,33114.28,116614.33,88831.04,29020.54,27292.95
2022-10-25,pulse-demo,34664.37,55097.12,61222.84,63009.83,26469.36,-20432.75
2022-10-30,pulse-demo,44114.86,36605.35,40840.76,10301.63,6211.31,7509.51
2022-11-02,pulse-demo,41805.93,14691.77,34135.14,18077.02,5107.36,27114.16
2022-11-04,pulse-demo,10653.05,23798.98,32559.16,48735.44,14619.31,-13145.93
2022-11-06,pulse-demo,27678.86,17789.35,44363.41,18512.75,13930.20,9889.51
2022-11-08,pulse-demo,19669.75,11266.75,31452.77,24230.11,3476.25,8403.00
2022-11-12,pulse-demo,39037.63,14437.56,29075.27,41054.91,11494.93,24600.07
2022-11-18,pulse-demo,11673.61,36336.40,20890.20,27313.07,12951.83,-24662.79
2022-11-20,pulse-demo,13738.28,29919.47,23150.77,21082.83,10049.04,-16181.19
2022-11-24,pulse-demo,46546.02,19490.19,11849.58,20590.01,4678.37,27055.83
2022-11-27,pulse-demo,38712.41,33383.73,30520.23,41310.66,3170.13,5328.68
2022-11-29,pulse-demo,10824.11,31818.93,47270.49,27354.36,10810.68,-20994.82
2022-11-30,pulse-demo,27520.69,19603.08,36634.78,31480.14,16637.39,7917.61
2022-12-11,pulse-demo,17683.28,15723.38,26403.32,37570.39,15848.95,1959.90
2022-12-13,pulse-demo,36889.53,23400.27,45342.82,20264.75,7968.35,13489.26
2022-12-18,pulse-demo,16496.19,33467.51,45244.93,10853.26,6678.96,-16971.32
2022-12-23,pulse-demo,46991.51,33566.17,11787.00,42989.68,9616.78,13425.34
2022-12-26,pulse-demo,30835.15,39516.03,24327.66,34243.97,10450.95,-8680.88
2023-01-05,pulse-demo,17015.68,19046.03,36774.39,24934.39,15005.96,-2030.35
2023-01-13,pulse-demo,87876.68,64429.06,106391.15,90232.11,14360.68,23447.62
2023-01-31,pulse-demo,40814.09,35571.20,45335.24,43137.64,19750.69,5242.89
2023-02-01,pulse-demo,44812.78,23756.13,34629.68,34176.92,13714.11,21056.65
2023-02-07,pulse-demo,46355.46,27050.21,14921.68,42936.55,782.27,19305.25
2023-02-09,pulse-demo,47645.97,39269.83,24692.18,49085.73,2808.11,8376.14
2023-02-15,pulse-demo,38017.09,30347.49,41437.85,40913.25,3387.88,7669.60
2023-02-16,pulse-demo,76775.17,66065.54,37315.34,65766.31,27437.72,10709.63
2023-02-17,pulse-demo,59659.32,66370.04,30961.32,79501.27,25216.81,-6710.72
2023-02-18,pulse-demo,30716.73,19790.04,32243.62,35144.73,13321.51,10926.69
2023-03-03,pulse-demo,43553.12,13387.46,27815.82,44015.51,7445.14,30165.66
2023-03-09,pulse-demo,14765.40,25506.18,38816.62,43099.95,680.65,-10740.78
2023-03-11,pulse-demo,36681.29,20455.35,37462.74,37723.77,9708.87,16225.94
2023-03-12,pulse-demo,34014.07,35823.36,24751.20,15523.30,9908.37,-1809.29
2023-03-15,pulse-demo,33666.13,14955.85,30139.21,26748.37,13553.83,18710.28
2023-03-18,pulse-demo,41213.80,19648.31,34688.69,38920.78,3258.46,21565.49
2023-03-20,pulse-demo,19003.48,15594.97,23311.01,38009.31,12140.65,3408.51
2023-03-23,pulse-demo,39404.76,14961.40,10862.65,32131.09,12313.22,24443.36
2023-03-24,pulse-demo,54257.67,32324.24,72411.81,81987.67,27102.42,21933.43
2023-03-26,pulse-demo,93941.62,71734.47,99587.45,92711.21,20535.53,22207.15
2023-03-28,pulse-demo,30289.48,72433.49,64549.67,74817.37,31704.23,-42144.01
2023-04-04,pulse-demo,46826.48,22491.80,24177.63,27792.42,13591.11,24334.68
2023-04-06,pulse-demo,14297.64,13678.86,47818.89,39101.97,18311.32,618.78
2023-04-13,pulse-demo,28466.50,9915.10,27973.52,48022.39,548.61,18551.40
2023-04-18,pulse-demo,11995.39,13402.69,36250.00,15029.37,5164.46,-1407.30
2023-04-19,pulse-demo,64648.17,43958.54,43461.01,40444.30,24398.38,20689.63
2023-04-21,pulse-demo,40991.70,37930.09,47786.87,43215.30,11252.83,3061.61
2023-04-24,pulse-demo,42477.97,26342.80,10269.62,47955.13,124.55,16135.17
2023-05-05,pulse-demo,29387.75,15392.07,12844.96,24921.35,15826.16,13995.68
2023-05-09,pulse-demo,42317.28,31985.12,13091.06,10254.59,1975.87,10332.16
2023-05-17,pulse-demo,40210.49,17544.45,27688.55,38408.81,15670.23,22666.04
2023-05-20,pulse-demo,38863.20,38681.92,33852.91,68452.65,4800.37,181.28
2023-05-21,pulse-demo,21830.08,19036.69,10174.51,33300.82,11144.34,2793.39
2023-05-22,pulse-demo,45644.57,8010.26,20231.35,20007.84,5902.31,37634.31
2023-05-29,pulse-demo,39439.80,10023.90,27671.87,29216.69,4042.77,29415.90
2023-06-04,pulse-demo,19586.92,12012.48,31198.22,15128.69,2558.32,7574.44
2023-06-07,pulse-demo,13934.92,21220.41,30931.87,41778.79,10392.91,-7285.49
2023-06-09,pulse-demo,32090.64,16906.59,28692.51,8919.45,9376.93,15184.05
2023-06-11,pulse-demo,27195.25,8453.63,11460.96,23156.03,19833.04,18741.62
2023-06-12,pulse-demo,11222.74,29313.04,45490.59,9638.79,12059.94,-18090.30
2023-06-13,pulse-demo,55390.35,34949.45,51193.53,66672.92,12442.89,20440.90
2023-06-14,pulse-demo,22664.04,12917.41,48065.97,9853.12,12549.91,9746.63
2023-06-20,pulse-demo,43604.23,38413.20,56621.82,75018.23,18869.54,5191.03
2023-06-28,pulse-demo,25106.57,29322.07,45752.77,40081.03,13534.37,-4215.50
2023-07-02,pulse-demo,45881.87,26626.27,23941.00,47948.70,5363.68,19255.60
2023-07-07,pulse-demo,48600.09,30226.57,28352.13,25484.49,12817.50,18373.52
2023-07-11,pulse-demo,32234.55,20980.40,29251.34,16575.31,17607.59,11254.15
2023-07-13,pulse-demo,13201.18,21133.80,46466.61,16223.48,293.30,-7932.62
2023-07-15,pulse-demo,41408.12,21585.62,16737.68,29674.13,4131.85,19822.50
2023-07-18,pulse-demo,16517.78,16848.65,34243.34,10516.93,7145.78,-330.87
2023-07-19,pulse-demo,24770.50,18863.76,42988.14,28105.92,17059.11,5906.74
2023-07-20,pulse-demo,21688.77,20674.65,31353.18,16635.45,14556.24,1014.12
2023-07-23,pulse-demo,10662.82,38276.01,32283.94,15004.32,11958.11,-27613.19
2023-07-26,pulse-demo,35889.34,38480.05,29718.70,45612.16,5094.81,-2590.71
2023-07-31,pulse-demo,28410.32,38091.35,47692.43,37543.26,10067.91,-9681.03
2023-08-04,pulse-demo,35670.60,17060.14,28800.61,16034.20,10185.75,18610.46
2023-08-05,pulse-demo,15307.56,35634.36,14217.09,27262.42,9912.13,-20326.80
2023-08-08,pulse-demo,45183.41,33795.91,21145.84,42170.61,7418.34,11387.50
2023-08-10,pulse-demo,43035.59,15487.17,19205.74,18268.10,18923.93,27548.42
2023-08-13,pulse-demo,24392.78,19043.69,35761.11,39258.50,12.56,5349.09
2023-08-18,pulse-demo,32662.71,15309.74,18076.61,8398.20,5142.11,17352.97
2023-08-28,pulse-demo,41748.70,25970.86,49238.94,25794.28,5914.30,15777.84
2023-08-29,pulse-demo,34920.97,18765.56,44558.94,11337.36,10978.41,16155.41
2023-08-30,pulse-demo,10257.86,28822.00,48022.86,42321.58,6619.78,-18564.14
2023-08-31,pulse-demo,49463.21,35770.10,31472.79,12674.40,10512.22,13693.11
2023-09-02,pulse-demo,58580.62,67032.29,73010.43,76018.69,14189.50,-8451.67
2023-09-03,pulse-demo,83236.62,39885.47,59595.93,63041.48,11231.16,43351.15
2023-09-05,pulse-demo,26093.89,9017.70,12899.84,28222.44,2691.13,17076.19
2023-09-06,pulse-demo,43915.34,62918.62,111109.85,85327.07,32042.80,-19003.28
2023-09-07,pulse-demo,49920.16,66978.88,57828.35,47619.95,10124.87,-17058.72
2023-09-10,pulse-demo,48006.62,8836.81,46744.98,40613.05,4560.85,39169.81
2023-09-13,pulse-demo,13001.76,23712.73,31029.36,22841.28,19923.59,-10710.97
2023-09-15,pulse-demo,19017.15,25610.00,10334.07,34717.82,1343.91,-6592.85
2023-09-18,pulse-demo,40008.39,12924.61,11132.97,35588.04,9745.45,27083.78
2023-09-19,pulse-demo,13681.94,10467.75,14648.13,40636.11,12987.50,3214.19
2023-09-22,pulse-demo,32467.67,23420.73,20930.72,11982.67,7299.01,9046.94
2023-09-23,pulse-demo,49349.23,9314.18,32688.22,14074.65,7523.53,40035.05
2023-09-30,pulse-demo,11394.08,24077.85,20334.36,14672.96,7743.93,-12683.77
2023-10-01,pulse-demo,84484.49,36658.84,32755.55,56608.32,23827.51,47825.65
2023-10-07,pulse-demo,55337.34,48826.08,58798.65,52787.76,19007.41,6511.26
2023-10-14,pulse-demo,42653.48,16101.19,11214.97,17695.56,15109.76,26552.29
2023-10-19,pulse-demo,68477.56,16929.79,88064.59,46349.03,15535.99,51547.77
2023-11-01,pulse-demo,69592.55,40677.06,45099.80,55855.86,18722.52,28915.49
2023-11-02,pulse-demo,34339.34,31366.04,14225.13,45376.37,17796.07,2973.30
2023-11-06,pulse-demo,23535.22,15797.79,49831.98,32424.83,6141.42,7737.43
2023-11-09,pulse-demo,49611.47,24882.28,21385.78,13477.93,4316.23,24729.19
2023-11-16,pulse-demo,25509.62,10061.08,38588.61,22190.19,12544.54,15448.54
2023-11-21,pulse-demo,20852.55,29460.50,18198.79,13239.43,6034.27,-8607.95
2023-11-26,pulse-demo,31619.95,25306.96,37962.13,47188.76,9804.82,6312.99
2023-11-29,pulse-demo,42736.74,33545.83,33876.43,41688.19,13680.54,9190.91
2023-11-30,pulse-demo,47893.48,44321.74,31415.35,73629.73,18541.09,3571.74
2023-12-08,pulse-demo,28417.46,32513.75,23260.74,32745.83,17639.26,-4096.29
2023-12-10,pulse-demo,48621.97,26776.15,38163.61,32206.71,6296.53,21845.82
2023-12-18,pulse-demo,20643.54,20782.43,38616.34,10074.07,15113.79,-138.89
2023-12-21,pulse-demo,20926.63,14112.55,47513.55,12130.01,705.21,6814.08
2023-12-30,pulse-demo,27956.30,33641.79,22593.08,42690.52,7802.87,-5685.49
2024-01-04,pulse-demo,15595.59,34504.89,44441.88,29451.79,11394.12,-18909.30
2024-01-08,pulse-demo,32798.10,8945.57,42726.09,12942.74,16042.97,23852.53
2024-01-11,pulse-demo,14487.48,27802.44,18587.00,46471.33,9927.57,-13314.96
2024-01-22,pulse-demo,29392.54,8856.25,25426.21,8565.24,1074.49,20536.29
2024-01-25,pulse-demo,38278.31,13307.35,28182.21,36524.71,6462.05,24970.96
2024-01-26,pulse-demo,37923.17,28505.97,30015.68,48956.80,19280.68,9417.20
2024-02-02,pulse-demo,15238.51,8857.91,27548.21,16301.12,19889.00,6380.60
2024-02-07,pulse-demo,48498.27,27595.23,23893.60,32722.33,2923.51,20903.04
2024-02-09,pulse-demo,22610.29,10526.60,34577.23,44203.10,2977.85,12083.69
2024-02-10,pulse-demo,43906.53,10427.96,14802.32,11847.08,7796.28,33478.57
2024-02-11,pulse-demo,36096.05,16603.61,36220.94,27073.11,4550.70,19492.44
2024-02-14,pulse-demo,36086.16,30627.42,49988.08,17689.47,16515.59,5458.74
2024-02-16,pulse-demo,47878.08,57065.44,79410.98,47379.82,20778.24,-9187.36
2024-02-18,pulse-demo,31131.40,26648.71,40394.84,44539.31,8748.30,4482.69
2024-02-21,pulse-demo,43228.11,42147.56,62000.96,94729.09,23286.63,1080.55
2024-02-25,pulse-demo,48245.62,9894.42,37169.89,13295.20,14327.40,38351.20
2024-02-26,pulse-demo,42379.35,34816.09,31825.26,19665.97,9425.66,7563.26
2024-03-05,pulse-demo,46293.99,37790.62,38584.14,43272.82,10079.37,8503.37
2024-03-07,pulse-demo,12481.73,13741.73,18965.56,27119.98,11162.35,-1260.00
2024-03-11,pulse-demo,10144.24,34252.30,27118.35,44724.68,16482.29,-24108.06
2024-03-14,pulse-demo,91184.53,39535.47,42746.48,77020.34,30899.34,51649.06
2024-03-15,pulse-demo,16012.84,24911.80,23481.44,12911.89,11684.34,-8898.96
2024-03-18,pulse-demo,34454.61,10520.20,39539.15,8361.89,7269.39,23934.41
2024-03-23,pulse-demo,19110.91,29131.67,30801.47,48833.75,10417.81,-10020.76
2024-03-26,pulse-demo,37348.06,26069.11,38543.32,42365.27,19122.28,11278.95
2024-03-29,pulse-demo,60753.31,29794.56,80368.02,36187.46,29117.31,30958.75
2024-04-03,pulse-demo,43977.03,31862.31,34984.39,40803.13,12757.77,12114.72
2024-04-05,pulse-demo,10918.40,9482.10,17758.69,27567.33,10783.49,1436.30
2024-04-07,pulse-demo,69998.39,76325.51,86994.20,35294.46,7005.90,-6327.12
2024-04-16,pulse-demo,40711.22,39236.80,30841.14,49813.41,5817.66,1474.42
2024-04-19,pulse-demo,43089.75,15005.38,12584.41,32831.39,6036.19,28084.37
2024-04-23,pulse-demo,46284.49,31941.40,14399.70,21575.26,13863.82,14343.09
2024-04-26,pulse-demo,29973.28,11874.68,11087.61,16364.43,10915.73,18098.60
2024-04-28,pulse-demo,33318.59,16175.51,25035.88,39017.22,11470.06,17143.08
2024-05-02,pulse-demo,49970.83,25794.26,31695.26,42644.96,18464.47,24176.57
2024-05-10,pulse-demo,47937.74,13729.14,14133.95,21583.80,13181.23,34208.60
2024-05-14,pulse-demo,56220.81,55840.92,88979.03,98391.06,28139.54,379.89
2024-05-15,pulse-demo,21915.15,26867.15,18174.67,8488.01,1742.48,-4952.00
2024-05-20,pulse-demo,63288.20,38779.24,87352.53,55439.65,22604.30,24508.96
2024-05-22,pulse-demo,63664.15,40102.84,61349.03,45162.60,27814.57,23561.31
2024-05-23,pulse-demo,32088.41,38292.64,22369.97,37696.04,14524.54,-6204.23
2024-05-26,pulse-demo,36809.16,18917.24,26617.63,44924.66,5087.75,17891.92
2024-05-27,pulse-demo,35842.21,34002.34,40126.80,29733.63,15993.93,1839.87
2024-05-28,pulse-demo,54231.88,45481.42,84301.22,52816.35,35227.28,8750.46
2024-05-30,pulse-demo,63010.40,43527.81,76476.12,40621.64,25611.24,19482.59
2024-06-04,pulse-demo,38036.19,16046.56,21764.08,47864.48,8846.47,21989.63
2024-06-06,pulse-demo,76775.77,43436.21,64067.27,48464.93,21776.38,33339.56
2024-06-10,pulse-demo,21602.83,36957.65,14395.93,36601.38,9475.54,-15354.82
2024-06-13,pulse-demo,43446.49,18054.31,15392.05,49348.11,19847.09,25392.18
2024-06-16,pulse-demo,22025.97,31381.61,24044.08,44882.07,10299.99,-9355.64
2024-06-17,pulse-demo,17436.80,21315.42,10222.77,40992.34,13115.83,-3878.62
2024-06-19,pulse-demo,18363.93,38110.06,49213.74,8891.85,7979.12,-19746.13
2024-06-26,pulse-demo,30543.85,19395.95,37088.27,14279.75,4786.88,11147.90
2024-06-28,pulse-demo,13178.66,30880.71,39308.73,45450.17,12002.61,-17702.05
2024-07-02,pulse-demo,40471.27,33736.51,35221.93,31670.22,15452.85,6734.76
2024-07-05,pulse-demo,27450.52,27561.77,19512.32,17510.79,2366.78,-111.25
2024-07-07,pulse-demo,31260.65,14100.87,48341.46,42103.59,2448.15,17159.78
2024-07-08,pulse-demo,11950.36,32677.32,24750.79,41835.57,7516.76,-20726.96
2024-07-14,pulse-demo,22808.58,16855.83,33782.57,28486.74,7040.38,5952.75
2024-07-22,pulse-demo,41605.06,35466.19,25378.97,14785.98,5433.83,6138.87
